,0,1,2,3,4,5,6,7
0,0.27626927400173384,0.5088408993827004,0.4398984748726049,0.8530911029067255,0.24261560347025013,0.06910628165699562,0.27667979602345205,0.8673958295499725
1,0.5157933292196989,0.4620220443582751,0.6036375680966862,0.6504510417773992,0.6935849695785473,0.1245700604322274,0.7968104609238719,0.785445697650841
2,0.4386974030308096,0.9962001624864355,0.4742909847625463,0.0008575862498553244,0.18371220695599877,0.1896762175857718,0.13283693863952462,0.4103753665843737
3,0.8952345335759088,0.5084407568353945,0.964412378279063,0.8859185470384009,0.31294187601897516,0.2981448391358028,0.6629604393024257,0.37990857891538876
4,0.09141137838047508,0.20379115215013777,0.15553920641259944,0.08267294730314123,0.8226790421330634,0.009873730337010778,0.2021991733258841,0.6129133462053541
5,0.15705409182837538,0.0529286968035112,0.3390408065456125,0.9004997645573898,0.0939762620198803,0.7209247678430589,0.9966876212562219,0.00381294731231141
6,0.6037077946441896,0.7696022226573742,0.11409650702979979,0.023999155111677828,0.9092861378071988,0.7777365389996037,0.7874036855920656,0.9037454179169286
7,0.256983394234377,0.9565570604873658,0.2533313522433207,0.6063191263993272,0.4808927206259215,0.561970652050024,0.6106137243894554,0.9349338640532859
8,0.8749609493120164,0.8261521704338616,0.5440844131025186,0.7623095711446694,0.40378433375629497,0.49755759267045885,0.8391868207193764,0.4026760709832139
9,0.01354854525001925,0.6188061934422676,0.1421734685512135,0.21942093196231283,0.8417381687379001,0.3915415590053044,0.838715699023612,0.5384090837055358
10,0.6213483808821262,0.6779347179371805,0.8539570025197213,0.4356897076356393,0.5197780583933572,0.8040032057341825,0.9855052196901412,0.26746241349543853
11,0.97610706548348,0.49079290554466026,0.9451911958264235,0.8635900449335516,0.6678372043101645,0.6390643893778312,0.5299170196598754,0.7232606580007769
12,0.7940600358922913,0.2600146385314902,0.5283782321846829,0.7859097686062048,0.030295275808034372,0.24775490604882378,0.8942242622346521,0.36742369059954527
13,0.24398028378447933,0.9038955241761891,0.02169315238721925,0.2932030751618251,0.33049006331151676,0.85200530919497,0.5785553425930928,0.9387930841137152
14,0.40963308381644425,0.663236354795711,0.24830928429406873,0.08610172600690047,0.7671948399906185,0.6794166062572546,0.45585188348625094,0.43401854659992034
15,0.807805777830213,0.36680486622129727,0.17245165718099376,0.15101125859869846,0.44324037292964713,0.5983521511265101,0.6189692240092932,0.7398065610743725
16,0.5317439750129386,0.8775340379916347,0.609305696358381,0.8580496535535304,0.9022938444320499,0.8967531635250053,0.3621837216255357,0.2913261583500736
17,0.5316446278393537,0.6042439608884322,0.3871819971066157,0.5943478986814996,0.6462101687717708,0.7573630891915302,0.384250687457634,0.2670149292717272
18,0.9861879817700944,0.3495051059089469,0.03937440589755503,0.84470875282283,0.798196433341488,0.751524326705788,0.5842265896275832,0.33666724250357283
19,0.8556724302653618,0.4902064203203418,0.6446368256102141,0.6385464417027932,0.8788401063007174,0.1825290663007476,0.8770067190600647,0.3837976549473695
20,0.6345359216386708,0.6121511463851871,0.16335063832445762,0.17520101355902484,0.0905941441423127,0.4867445152620131,0.6331891031461083,0.268943097471931
21,0.7957695684224266,0.07992862500398201,0.22492426628172968,0.9979064512735127,0.060399663743981424,0.8278003637155485,0.1559363559978163,0.8162046883471915
22,0.05502362118547843,0.0013591075436936162,0.5450073947794163,0.018699144209667118,0.02822855139103897,0.2344172329250802,0.718515023006551,0.034228636753985575
23,0.3439794237052737,0.9600213148065314,0.6453701377269571,0.7978182829294633,0.6561563264887718,0.7124249294689851,0.5443919785328046,0.22673817878104596
24,0.7940329965254044,0.4785135557394363,0.5814840512284336,0.13042280269918316,0.6056725681103646,0.4297936885066309,0.793431020811137,0.7472195011988102
25,0.8710927403855888,0.2826015569953575,0.4667444169225641,0.26241348857330027,0.9310268776983228,0.7720559758153092,0.6856400192026282,0.8661077592736596
26,0.22398438110068897,0.8824902735093751,0.16607533084040238,0.35368744576319533,0.598535215384001,0.43991995464844535,0.8986492874157213,0.03458825201078797
27,0.48722233128744663,0.005474832692269005,0.7252118992689645,0.30751987522197166,0.7074055331944511,0.4505533748743834,0.5029756287475526,0.07360738558115842
28,0.7000301939127783,0.08907718369328621,0.4138926865684951,0.5762128671632769,0.7014371897948591,0.988026006315596,0.4965521838890542,0.02208226464241081
29,0.2686313519486935,0.7384688548079649,0.5001253555857242,0.8565534541293055,0.40632122768179,0.5172712838715242,0.7504284192400096,0.05795738747888313
30,0.5298515586638046,0.1003739445546894,0.6248629453955121,0.01570970762340196,0.40532867673198836,0.650611762679808,0.44440196498981566,0.1340819730328322
31,0.8419800848272518,0.8730468206600828,0.37820025831407567,0.8297380961590304,0.5699133424548484,0.5182125212428352,0.666252114539567,0.03942903724722491
32,0.5924893502416952,0.7075414942183177,0.12920231942992833,0.9186591057319009,0.7185402264113555,0.3258549681016393,0.20708771389451663,0.49798614762188553
33,0.725198910207255,0.34262507849702795,0.17221142787153565,0.709760040932177,0.39391341535959457,0.15161576553889689,0.7963352361680864,0.5919590128116379
34,0.732145512850827,0.2508308271111248,0.6558047767712608,0.8296622093007533,0.6812070297763274,0.7615862726190216,0.4697981364199544,0.38446638296566604
35,0.9383550250913397,0.2231305523698811,0.37806899782853853,0.48224968790008793,0.24085872134735065,0.9444255926529244,0.32143108718102453,0.19408027092747615
36,0.15372647588447652,0.07941719771741684,0.3861872915116471,0.05341106597736911,0.6320406585632935,0.304561299337317,0.5794287550479625,0.6804017364771873
37,0.9222791690505354,0.5742701701808934,0.11915507128318892,0.8544786391375705,0.3951855980005796,0.5278375939953732,0.2616797289200212,0.9570856670710235
38,0.41826316147639064,0.004081818127462666,0.28147021787828796,0.08145101702908164,0.2658159445384978,0.7965751175274284,0.1407179311281831,0.6454338893531356
